mkdir: cannot create directory `/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Localalloc': File exists
 Performance counter stats for 'numactl --localalloc --physcpubind=0,4,8,12,16,20,24,28,1,5,9,13,17,21,25,29 bin/gem-mapper -t 16 -I /tmp/data/indexes/HG_index_GEM/index.gem -i /tmp/data/datasets/gcat_set_039_1.fastq -o /scratch/077-hpca4se-bioinf/jlenis/results/GEM-Localalloc/2595740.GEM-Localalloc.penguin.t16.sam':

S0       16         1834176365 cache-misses                                                  (15.88%)
S0       16       883230835525 cycles                    #    0.000 GHz                      (21.05%)
S0       16      1087788068772 instructions              #   35.95  insns per cycle        
                                             #    0.04  stalled cycles per insn  (26.69%)
S0       16              29541 cs                                                            (100.00%)
S0       16                 68 migrations                                                    (100.00%)
S0       16              50377 faults                                                      
S0       16        33673253666 bus-cycles                                                    (28.01%)
S0       16      1191999113644 idle-cycles-frontend      #  3939.25% frontend cycles idle     (30.16%)
S0       16      1043193183863 idle-cycles-backend       #  3447.48% backend  cycles idle     (31.91%)
S0       16       230849820914 L1-dcache-loads                                               (32.00%)
S0       16         4735543931 L1-dcache-load-misses     #   51.59% of all L1-dcache hits    (20.81%)
S0       16       103049418973 L1-dcache-stores                                              (19.53%)
S0       16         2401906974 L1-dcache-store-misses                                        (18.40%)
S0       16         2167754429 L1-dcache-prefetch-misses                                     (17.18%)
S0       16         2857720962 L1-icache-load-misses                                         (16.57%)
S0       16         2755772442 LLC-loads                                                     (16.20%)
S0       16          250885180 LLC-stores                                                    (15.90%)
S0       16          659920325 LLC-prefetches                                                (7.78%)
S0       16       379691504266 dTLB-loads                                                    (11.42%)
S0       16          847228532 dTLB-load-misses          #    6.61% of all dTLB cache hits   (15.24%)
S0       16       148508950019 dTLB-stores                                                   (15.04%)
S0       16           23586350 dTLB-store-misses                                             (15.61%)
S0       16           24886972 iTLB-loads                                                    (15.48%)
S0       16            9856844 iTLB-load-misses          #  1186.81% of all iTLB cache hits   (15.39%)
S0       16       127595991218 branch-loads                                                  (15.04%)
S0       16         2251182683 branch-load-misses                                            (14.53%)
S1       16         2592054028 cache-misses                                                  (16.06%)
S1       16      1037765708774 cycles                    #    0.000 GHz                      (21.26%)
S1       16      1474855277636 instructions              #    0.00  insns per cycle          (26.12%)
S1       16              26615 cs                                                            (100.00%)
S1       16                112 migrations                                                    (100.00%)
S1       16              49467 faults                                                      
S1       16        42241169893 bus-cycles                                                    (27.35%)
S1       16      1419911994167 idle-cycles-frontend      #    0.00% frontend cycles idle     (28.49%)
S1       16      1197412478002 idle-cycles-backend       #    0.00% backend  cycles idle     (29.10%)
S1       16       354179472994 L1-dcache-loads                                               (28.38%)
S1       16         7567050131 L1-dcache-load-misses                                         (19.26%)
S1       16       144023519324 L1-dcache-stores                                              (18.71%)
S1       16         3726792341 L1-dcache-store-misses                                        (17.60%)
S1       16         3044677047 L1-dcache-prefetch-misses                                     (17.69%)
S1       16         3943171080 L1-icache-load-misses                                         (17.20%)
S1       16         3997264593 LLC-loads                                                     (17.39%)
S1       16          853079751 LLC-stores                                                    (17.07%)
S1       16          920113267 LLC-prefetches                                                (9.31%)
S1       16       438155959256 dTLB-loads                                                    (13.70%)
S1       16         1270193943 dTLB-load-misses                                              (16.66%)
S1       16       175510062496 dTLB-stores                                                   (16.25%)
S1       16           55251160 dTLB-store-misses                                             (16.80%)
S1       16           26587965 iTLB-loads                                                    (15.90%)
S1       16           10439455 iTLB-load-misses                                              (15.76%)
S1       16       157495517972 branch-loads                                                  (14.88%)
S1       16         2724886003 branch-load-misses                                            (15.55%)
S2       16           10880822 cache-misses                                                  (15.77%)
S2       16         5203709808 cycles                    #    0.000 GHz                      (20.29%)
S2       16         2357261259 instructions              #    0.00  insns per cycle          (25.03%)
S2       16              30641 cs                                                            (100.00%)
S2       16                122 migrations                                                    (100.00%)
S2       16               5252 faults                                                      
S2       16          466537996 bus-cycles                                                    (26.51%)
S2       16         9031334537 idle-cycles-frontend      #    0.00% frontend cycles idle     (27.65%)
S2       16         7933270199 idle-cycles-backend       #    0.00% backend  cycles idle     (29.21%)
S2       16          875108118 L1-dcache-loads                                               (29.85%)
S2       16           54522894 L1-dcache-load-misses                                         (19.30%)
S2       16          573523838 L1-dcache-stores                                              (18.87%)
S2       16            7849975 L1-dcache-store-misses                                        (18.78%)
S2       16           15687422 L1-dcache-prefetch-misses                                     (18.32%)
S2       16           47789743 L1-icache-load-misses                                         (18.23%)
S2       16           44648304 LLC-loads                                                     (17.95%)
S2       16            4994118 LLC-stores                                                    (17.77%)
S2       16            8970672 LLC-prefetches                                                (9.26%)
S2       16          547221195 dTLB-loads                                                    (13.33%)
S2       16           18210277 dTLB-load-misses                                              (16.25%)
S2       16          417611513 dTLB-stores                                                   (15.81%)
S2       16            2223369 dTLB-store-misses                                             (15.54%)
S2       16             484037 iTLB-loads                                                    (14.81%)
S2       16             825921 iTLB-load-misses                                              (15.29%)
S2       16          424354320 branch-loads                                                  (15.18%)
S2       16           15977298 branch-load-misses                                            (14.20%)
S3       16           23227248 cache-misses                                                  (15.56%)
S3       16        10412247908 cycles                    #    0.000 GHz                      (20.68%)
S3       16         5656888368 instructions              #    0.00  insns per cycle          (25.95%)
S3       16              21239 cs                                                            (100.00%)
S3       16                256 migrations                                                    (100.00%)
S3       16               6247 faults                                                      
S3       16          830541319 bus-cycles                                                    (26.91%)
S3       16        18931917429 idle-cycles-frontend      #    0.00% frontend cycles idle     (28.96%)
S3       16        17450279607 idle-cycles-backend       #    0.00% backend  cycles idle     (30.88%)
S3       16         1585133670 L1-dcache-loads                                               (32.04%)
S3       16          157835306 L1-dcache-load-misses                                         (21.18%)
S3       16         1152782535 L1-dcache-stores                                              (20.03%)
S3       16           27355337 L1-dcache-store-misses                                        (18.66%)
S3       16           63558399 L1-dcache-prefetch-misses                                     (17.45%)
S3       16          109231026 L1-icache-load-misses                                         (17.17%)
S3       16          113817804 LLC-loads                                                     (16.68%)
S3       16           11190741 LLC-stores                                                    (16.44%)
S3       16           44023449 LLC-prefetches                                                (7.67%)
S3       16         2319467826 dTLB-loads                                                    (11.01%)
S3       16           40236587 dTLB-load-misses                                              (15.23%)
S3       16          903124206 dTLB-stores                                                   (15.38%)
S3       16            4459830 dTLB-store-misses                                             (15.02%)
S3       16            1195198 iTLB-loads                                                    (15.56%)
S3       16            1502700 iTLB-load-misses                                              (15.33%)
S3       16          996980904 branch-loads                                                  (15.25%)
S3       16           26584503 branch-load-misses                                            (15.24%)

      68.216785336 seconds time elapsed

#################################################################
# Test multi-threading - 32 threads - T4 
#################################################################
2595740.GEM-Localalloc.penguin.t32
2016/9/30 19:19:52 -- [Opening input file '/tmp/data/datasets/gcat_set_039_1.fastq']
2016/9/30 19:19:52 -- [Outputting to '/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Localalloc/2595740.GEM-Localalloc.penguin.t32.sam']
2016/9/30 19:19:52 -- [Loading GEM index '/tmp/data/indexes/HG_index_GEM/index.gem']
2016/9/30 19:20:01 -- [SE::Mapping Sequences]
2016/9/30 19:20:12 -- # 100000 sequences processed
2016/9/30 19:20:12 -- # 200000 sequences processed
2016/9/30 19:20:12 -- # 300000 sequences processed
2016/9/30 19:20:12 -- # 400000 sequences processed
2016/9/30 19:20:12 -- # 500000 sequences processed
2016/9/30 19:20:13 -- # 600000 sequences processed
2016/9/30 19:20:13 -- # 700000 sequences processed
2016/9/30 19:20:13 -- # 800000 sequences processed
2016/9/30 19:20:13 -- # 900000 sequences processed
2016/9/30 19:20:13 -- # 1000000 sequences processed
2016/9/30 19:20:13 -- # 1100000 sequences processed
2016/9/30 19:20:13 -- # 1200000 sequences processed
2016/9/30 19:20:13 -- # 1300000 sequences processed
2016/9/30 19:20:13 -- # 1400000 sequences processed
2016/9/30 19:20:13 -- # 1500000 sequences processed
2016/9/30 19:20:14 -- # 1600000 sequences processed
2016/9/30 19:20:14 -- # 1700000 sequences processed
2016/9/30 19:20:14 -- # 1800000 sequences processed
2016/9/30 19:20:14 -- # 1900000 sequences processed
2016/9/30 19:20:14 -- # 2000000 sequences processed
2016/9/30 19:20:14 -- # 2100000 sequences processed
2016/9/30 19:20:14 -- # 2200000 sequences processed
2016/9/30 19:20:14 -- # 2300000 sequences processed
2016/9/30 19:20:14 -- # 2400000 sequences processed
2016/9/30 19:20:14 -- # 2500000 sequences processed
2016/9/30 19:20:15 -- # 2600000 sequences processed
2016/9/30 19:20:15 -- # 2700000 sequences processed
2016/9/30 19:20:15 -- # 2800000 sequences processed
2016/9/30 19:20:16 -- # 2900000 sequences processed
2016/9/30 19:20:18 -- # 3000000 sequences processed
2016/9/30 19:20:19 -- # 3100000 sequences processed
2016/9/30 19:20:21 -- # 3200000 sequences processed
2016/9/30 19:20:22 -- # 3300000 sequences processed
2016/9/30 19:20:22 -- # 3400000 sequences processed
2016/9/30 19:20:22 -- # 3500000 sequences processed
2016/9/30 19:20:22 -- # 3600000 sequences processed
2016/9/30 19:20:22 -- # 3700000 sequences processed
2016/9/30 19:20:22 -- # 3800000 sequences processed
2016/9/30 19:20:22 -- # 3900000 sequences processed
2016/9/30 19:20:23 -- # 4000000 sequences processed
2016/9/30 19:20:23 -- # 4100000 sequences processed
2016/9/30 19:20:23 -- # 4200000 sequences processed
2016/9/30 19:20:23 -- # 4300000 sequences processed
2016/9/30 19:20:23 -- # 4400000 sequences processed
2016/9/30 19:20:23 -- # 4500000 sequences processed
2016/9/30 19:20:23 -- # 4600000 sequences processed
2016/9/30 19:20:25 -- # 4700000 sequences processed
2016/9/30 19:20:25 -- # 4800000 sequences processed
2016/9/30 19:20:25 -- # 4900000 sequences processed
2016/9/30 19:20:25 -- # 5000000 sequences processed
2016/9/30 19:20:25 -- # 5100000 sequences processed
2016/9/30 19:20:25 -- # 5200000 sequences processed
2016/9/30 19:20:25 -- # 5300000 sequences processed
2016/9/30 19:20:25 -- # 5400000 sequences processed
2016/9/30 19:20:25 -- # 5500000 sequences processed
2016/9/30 19:20:25 -- # 5600000 sequences processed
2016/9/30 19:20:26 -- # 5700000 sequences processed
2016/9/30 19:20:26 -- # 5800000 sequences processed
2016/9/30 19:20:26 -- # 5900000 sequences processed
2016/9/30 19:20:26 -- # 6000000 sequences processed
2016/9/30 19:20:27 -- # 6100000 sequences processed
2016/9/30 19:20:29 -- # 6200000 sequences processed
2016/9/30 19:20:30 -- # 6300000 sequences processed
2016/9/30 19:20:31 -- # 6400000 sequences processed
2016/9/30 19:20:32 -- # 6500000 sequences processed
2016/9/30 19:20:32 -- # 6600000 sequences processed
2016/9/30 19:20:32 -- # 6700000 sequences processed
2016/9/30 19:20:32 -- # 6800000 sequences processed
2016/9/30 19:20:32 -- # 6900000 sequences processed
2016/9/30 19:20:33 -- # 7000000 sequences processed
2016/9/30 19:20:33 -- # 7100000 sequences processed
2016/9/30 19:20:33 -- # 7200000 sequences processed
2016/9/30 19:20:33 -- # 7300000 sequences processed
2016/9/30 19:20:33 -- # 7400000 sequences processed
2016/9/30 19:20:33 -- # 7500000 sequences processed
2016/9/30 19:20:33 -- # 7600000 sequences processed
2016/9/30 19:20:33 -- # 7700000 sequences processed
2016/9/30 19:20:35 -- # 7800000 sequences processed
2016/9/30 19:20:36 -- # 7900000 sequences processed
2016/9/30 19:20:36 -- # 8000000 sequences processed
2016/9/30 19:20:36 -- # 8100000 sequences processed
2016/9/30 19:20:36 -- # 8200000 sequences processed
2016/9/30 19:20:36 -- # 8300000 sequences processed
2016/9/30 19:20:36 -- # 8400000 sequences processed
2016/9/30 19:20:36 -- # 8500000 sequences processed
2016/9/30 19:20:36 -- # 8600000 sequences processed
2016/9/30 19:20:36 -- # 8700000 sequences processed
2016/9/30 19:20:36 -- # 8800000 sequences processed
2016/9/30 19:20:37 -- # 8900000 sequences processed
2016/9/30 19:20:37 -- # 9000000 sequences processed
2016/9/30 19:20:37 -- # 9100000 sequences processed
2016/9/30 19:20:39 -- # 9200000 sequences processed
2016/9/30 19:20:40 -- # 9300000 sequences processed
2016/9/30 19:20:42 -- # 9400000 sequences processed
2016/9/30 19:20:42 -- # 9500000 sequences processed
2016/9/30 19:20:43 -- # 9600000 sequences processed
2016/9/30 19:20:43 -- # 9700000 sequences processed
2016/9/30 19:20:43 -- # 9800000 sequences processed
2016/9/30 19:20:43 -- # 9900000 sequences processed
2016/9/30 19:20:43 -- # 10000000 sequences processed
2016/9/30 19:20:43 -- # 10100000 sequences processed
2016/9/30 19:20:43 -- # 10200000 sequences processed
2016/9/30 19:20:43 -- # 10300000 sequences processed
2016/9/30 19:20:43 -- # 10400000 sequences processed
2016/9/30 19:20:43 -- # 10500000 sequences processed
2016/9/30 19:20:43 -- # 10600000 sequences processed
2016/9/30 19:20:43 -- # 10700000 sequences processed
2016/9/30 19:20:44 -- # 10800000 sequences processed
2016/9/30 19:20:44 -- # 10900000 sequences processed
2016/9/30 19:20:44 -- # 11000000 sequences processed
2016/9/30 19:20:44 -- # 11100000 sequences processed
2016/9/30 19:20:44 -- # 11200000 sequences processed
2016/9/30 19:20:44 -- # 11300000 sequences processed
2016/9/30 19:20:44 -- # 11400000 sequences processed
2016/9/30 19:20:44 -- # 11500000 sequences processed
2016/9/30 19:20:44 -- # 11600000 sequences processed
2016/9/30 19:20:44 -- # 11700000 sequences processed
2016/9/30 19:20:44 -- # 11800000 sequences processed
2016/9/30 19:20:44 -- # 11900000 sequences processed
2016/9/30 19:20:44 -- Total 11945249 sequences processed... done
2016/9/30 19:20:44 -- [GEMMapper terminated successfully in 44s. (+8s. loading)]


 Performance counter stats for 'numactl --localalloc --physcpubind=0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61 bin/gem-mapper -t 32 -I /tmp/data/indexes/HG_index_GEM/index.gem -i /tmp/data/datasets/gcat_set_039_1.fastq -o /scratch/077-hpca4se-bioinf/jlenis/results/GEM-Localalloc/2595740.GEM-Localalloc.penguin.t32.sam':

S0       16         2707335426 cache-misses                                                  (16.26%)
S0       16      1190081163341 cycles                    #    0.000 GHz                      (22.41%)
S0       16      1270112942661 instructions              #   30.92  insns per cycle        
                                             #    0.02  stalled cycles per insn  (28.25%)
S0       16              30938 cs                                                            (100.00%)
S0       16               2138 migrations                                                    (100.00%)
S0       16              76251 faults                                                      
S0       16        54274013941 bus-cycles                                                    (30.40%)
S0       16       785458763394 idle-cycles-frontend      #  1912.07% frontend cycles idle     (30.56%)
S0       16       445662973417 idle-cycles-backend       #  1084.89% backend  cycles idle     (31.11%)
S0       16       313170239176 L1-dcache-loads                                               (30.88%)
S0       16         8396428862 L1-dcache-load-misses     #   89.14% of all L1-dcache hits    (19.41%)
S0       16       145178272872 L1-dcache-stores                                              (17.46%)
S0       16         4427821091 L1-dcache-store-misses                                        (17.23%)
S0       16         3498873350 L1-dcache-prefetch-misses                                     (16.02%)
S0       16         3722282921 L1-icache-load-misses                                         (17.14%)
S0       16         3574254085 LLC-loads                                                     (15.95%)
S0       16         1083657433 LLC-stores                                                    (16.06%)
S0       16         1401629002 LLC-prefetches                                                (7.90%)
S0       16       422959857047 dTLB-loads                                                    (11.52%)
S0       16         1058035374 dTLB-load-misses          #    8.07% of all dTLB cache hits   (15.21%)
S0       16       157608760977 dTLB-stores                                                   (17.00%)
S0       16           81146281 dTLB-store-misses                                             (15.53%)
S0       16          458506208 iTLB-loads                                                    (15.60%)
S0       16          110449360 iTLB-load-misses          #  718.74% of all iTLB cache hits   (15.68%)
S0       16       135993085340 branch-loads                                                  (16.80%)
S0       16         2481054180 branch-load-misses                                            (15.33%)
S1       16         2214673675 cache-misses                                                  (16.30%)
S1       16      1419248956387 cycles                    #    0.000 GHz                      (22.63%)
S1       16      1190143922155 instructions              #    0.00  insns per cycle          (28.73%)
S1       16              22900 cs                                                            (100.00%)
S1       16                541 migrations                                                    (100.00%)
S1       16              66064 faults                                                      
S1       16        54914832923 bus-cycles                                                    (31.18%)
S1       16       897100595614 idle-cycles-frontend      #    0.00% frontend cycles idle     (31.49%)
S1       16       581757937446 idle-cycles-backend       #    0.00% backend  cycles idle     (33.01%)
S1       16       287332954294 L1-dcache-loads                                               (32.28%)
S1       16         7167677557 L1-dcache-load-misses                                         (21.71%)
S1       16       134723578465 L1-dcache-stores                                              (17.79%)
S1       16         4057985886 L1-dcache-store-misses                                        (17.80%)
S1       16         3254578356 L1-dcache-prefetch-misses                                     (15.73%)
S1       16         4346666845 L1-icache-load-misses                                         (17.73%)
S1       16         3540602461 LLC-loads                                                     (15.47%)
S1       16          724612588 LLC-stores                                                    (15.47%)
S1       16         1532072013 LLC-prefetches                                                (8.27%)
S1       16       408512078536 dTLB-loads                                                    (11.77%)
S1       16         1402776642 dTLB-load-misses                                              (14.95%)
S1       16       160437807507 dTLB-stores                                                   (14.97%)
S1       16           75305243 dTLB-store-misses                                             (14.70%)
S1       16          521544828 iTLB-loads                                                    (14.76%)
S1       16           70067978 iTLB-load-misses                                              (14.82%)
S1       16       140176395098 branch-loads                                                  (14.82%)
S1       16         2383318506 branch-load-misses                                            (14.98%)
S2       16           15863542 cache-misses                                                  (16.89%)
S2       16         6188790281 cycles                    #    0.000 GHz                      (21.86%)
S2       16         2537746299 instructions              #    0.00  insns per cycle          (26.76%)
S2       16              34142 cs                                                            (100.00%)
S2       16                181 migrations                                                    (100.00%)
S2       16               7274 faults                                                      
S2       16          463116064 bus-cycles                                                    (27.12%)
S2       16         8607871492 idle-cycles-frontend      #    0.00% frontend cycles idle     (29.15%)
S2       16         7574124034 idle-cycles-backend       #    0.00% backend  cycles idle     (29.40%)
S2       16          610318222 L1-dcache-loads                                               (28.99%)
S2       16           48453725 L1-dcache-load-misses                                         (18.30%)
S2       16          384935040 L1-dcache-stores                                              (16.97%)
S2       16            5471774 L1-dcache-store-misses                                        (17.14%)
S2       16           16730401 L1-dcache-prefetch-misses                                     (17.24%)
S2       16           42955286 L1-icache-load-misses                                         (17.14%)
S2       16           39487275 LLC-loads                                                     (16.69%)
S2       16            5426508 LLC-stores                                                    (16.38%)
S2       16           14269571 LLC-prefetches                                                (8.49%)
S2       16          731352507 dTLB-loads                                                    (12.32%)
S2       16           27127084 dTLB-load-misses                                              (16.13%)
S2       16          515374512 dTLB-stores                                                   (16.10%)
S2       16            3058683 dTLB-store-misses                                             (16.30%)
S2       16             661248 iTLB-loads                                                    (17.21%)
S2       16             918759 iTLB-load-misses                                              (17.76%)
S2       16          501734014 branch-loads                                                  (16.86%)
S2       16           18535691 branch-load-misses                                            (16.70%)
S3       16           29097363 cache-misses                                                  (16.02%)
S3       16        13539247099 cycles                    #    0.000 GHz                      (21.97%)
S3       16         7483538180 instructions              #    0.00  insns per cycle          (27.11%)
S3       16              23342 cs                                                            (100.00%)
S3       16                748 migrations                                                    (100.00%)
S3       16               8051 faults                                                      
S3       16          904358526 bus-cycles                                                    (28.45%)
S3       16        20964210779 idle-cycles-frontend      #    0.00% frontend cycles idle     (29.37%)
S3       16        15716188821 idle-cycles-backend       #    0.00% backend  cycles idle     (28.89%)
S3       16         1705274546 L1-dcache-loads                                               (29.53%)
S3       16          113338170 L1-dcache-load-misses                                         (20.41%)
S3       16          803690170 L1-dcache-stores                                              (19.68%)
S3       16           20389100 L1-dcache-store-misses                                        (20.25%)
S3       16           68696594 L1-dcache-prefetch-misses                                     (17.34%)
S3       16          105892038 L1-icache-load-misses                                         (16.60%)
S3       16          107735393 LLC-loads                                                     (15.56%)
S3       16           12304928 LLC-stores                                                    (15.40%)
S3       16           80546966 LLC-prefetches                                                (7.18%)
S3       16         6930304270 dTLB-loads                                                    (10.78%)
S3       16           53549395 dTLB-load-misses                                              (15.05%)
S3       16         2788798320 dTLB-stores                                                   (15.19%)
S3       16            6831978 dTLB-store-misses                                             (16.23%)
S3       16            2779784 iTLB-loads                                                    (16.93%)
S3       16            3303769 iTLB-load-misses                                              (16.87%)
S3       16         2036688928 branch-loads                                                  (16.97%)
S3       16           50045839 branch-load-misses                                            (16.35%)

      52.429236913 seconds time elapsed

#################################################################
# Test multi-threading - 48 threads - T5
#################################################################
2595740.GEM-Localalloc.penguin.t48
2016/9/30 19:20:45 -- [Opening input file '/tmp/data/datasets/gcat_set_039_1.fastq']
2016/9/30 19:20:45 -- [Outputting to '/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Localalloc/2595740.GEM-Localalloc.penguin.t48.sam']
2016/9/30 19:20:45 -- [Loading GEM index '/tmp/data/indexes/HG_index_GEM/index.gem']
2016/9/30 19:20:55 -- [SE::Mapping Sequences]
2016/9/30 19:21:07 -- # 100000 sequences processed
2016/9/30 19:21:07 -- # 200000 sequences processed
2016/9/30 19:21:07 -- # 300000 sequences processed
2016/9/30 19:21:07 -- # 400000 sequences processed
2016/9/30 19:21:07 -- # 500000 sequences processed
2016/9/30 19:21:07 -- # 600000 sequences processed
2016/9/30 19:21:07 -- # 700000 sequences processed
2016/9/30 19:21:07 -- # 800000 sequences processed
2016/9/30 19:21:07 -- # 900000 sequences processed
2016/9/30 19:21:07 -- # 1000000 sequences processed
2016/9/30 19:21:07 -- # 1100000 sequences processed
2016/9/30 19:21:07 -- # 1200000 sequences processed
2016/9/30 19:21:07 -- # 1300000 sequences processed
2016/9/30 19:21:07 -- # 1400000 sequences processed
2016/9/30 19:21:08 -- # 1500000 sequences processed
2016/9/30 19:21:09 -- # 1600000 sequences processed
2016/9/30 19:21:09 -- # 1700000 sequences processed
2016/9/30 19:21:09 -- # 1800000 sequences processed
2016/9/30 19:21:09 -- # 1900000 sequences processed
2016/9/30 19:21:09 -- # 2000000 sequences processed
2016/9/30 19:21:09 -- # 2100000 sequences processed
2016/9/30 19:21:09 -- # 2200000 sequences processed
2016/9/30 19:21:09 -- # 2300000 sequences processed
2016/9/30 19:21:09 -- # 2400000 sequences processed
2016/9/30 19:21:09 -- # 2500000 sequences processed
2016/9/30 19:21:09 -- # 2600000 sequences processed
2016/9/30 19:21:09 -- # 2700000 sequences processed
2016/9/30 19:21:09 -- # 2800000 sequences processed
2016/9/30 19:21:09 -- # 2900000 sequences processed
2016/9/30 19:21:09 -- # 3000000 sequences processed
2016/9/30 19:21:09 -- # 3100000 sequences processed
2016/9/30 19:21:09 -- # 3200000 sequences processed
2016/9/30 19:21:09 -- # 3300000 sequences processed
2016/9/30 19:21:10 -- # 3400000 sequences processed
2016/9/30 19:21:10 -- # 3500000 sequences processed
2016/9/30 19:21:10 -- # 3600000 sequences processed
2016/9/30 19:21:10 -- # 3700000 sequences processed
2016/9/30 19:21:10 -- # 3800000 sequences processed
2016/9/30 19:21:10 -- # 3900000 sequences processed
2016/9/30 19:21:10 -- # 4000000 sequences processed
2016/9/30 19:21:10 -- # 4100000 sequences processed
2016/9/30 19:21:10 -- # 4200000 sequences processed
2016/9/30 19:21:10 -- # 4300000 sequences processed
2016/9/30 19:21:10 -- # 4400000 sequences processed
2016/9/30 19:21:11 -- # 4500000 sequences processed
2016/9/30 19:21:12 -- # 4600000 sequences processed
2016/9/30 19:21:13 -- # 4700000 sequences processed
2016/9/30 19:21:15 -- # 4800000 sequences processed
2016/9/30 19:21:16 -- # 4900000 sequences processed
2016/9/30 19:21:16 -- # 5000000 sequences processed
2016/9/30 19:21:16 -- # 5100000 sequences processed
2016/9/30 19:21:16 -- # 5200000 sequences processed
2016/9/30 19:21:16 -- # 5300000 sequences processed
2016/9/30 19:21:16 -- # 5400000 sequences processed
2016/9/30 19:21:16 -- # 5500000 sequences processed
2016/9/30 19:21:16 -- # 5600000 sequences processed
2016/9/30 19:21:16 -- # 5700000 sequences processed
2016/9/30 19:21:17 -- # 5800000 sequences processed
2016/9/30 19:21:17 -- # 5900000 sequences processed
2016/9/30 19:21:17 -- # 6000000 sequences processed
2016/9/30 19:21:17 -- # 6100000 sequences processed
2016/9/30 19:21:17 -- # 6200000 sequences processed
2016/9/30 19:21:17 -- # 6300000 sequences processed
2016/9/30 19:21:18 -- # 6400000 sequences processed
2016/9/30 19:21:20 -- # 6500000 sequences processed
2016/9/30 19:21:20 -- # 6600000 sequences processed
2016/9/30 19:21:20 -- # 6700000 sequences processed
2016/9/30 19:21:20 -- # 6800000 sequences processed
2016/9/30 19:21:20 -- # 6900000 sequences processed
2016/9/30 19:21:20 -- # 7000000 sequences processed
2016/9/30 19:21:20 -- # 7100000 sequences processed
2016/9/30 19:21:20 -- # 7200000 sequences processed
2016/9/30 19:21:20 -- # 7300000 sequences processed
2016/9/30 19:21:20 -- # 7400000 sequences processed
2016/9/30 19:21:20 -- # 7500000 sequences processed
2016/9/30 19:21:20 -- # 7600000 sequences processed
2016/9/30 19:21:20 -- # 7700000 sequences processed
2016/9/30 19:21:21 -- # 7800000 sequences processed
2016/9/30 19:21:21 -- # 7900000 sequences processed
2016/9/30 19:21:21 -- # 8000000 sequences processed
2016/9/30 19:21:21 -- # 8100000 sequences processed
2016/9/30 19:21:21 -- # 8200000 sequences processed
2016/9/30 19:21:22 -- # 8300000 sequences processed
2016/9/30 19:21:22 -- # 8400000 sequences processed
2016/9/30 19:21:22 -- # 8500000 sequences processed
2016/9/30 19:21:22 -- # 8600000 sequences processed
2016/9/30 19:21:22 -- # 8700000 sequences processed
2016/9/30 19:21:22 -- # 8800000 sequences processed
2016/9/30 19:21:22 -- # 8900000 sequences processed
2016/9/30 19:21:22 -- # 9000000 sequences processed
2016/9/30 19:21:23 -- # 9100000 sequences processed
2016/9/30 19:21:24 -- # 9200000 sequences processed
2016/9/30 19:21:24 -- # 9300000 sequences processed
2016/9/30 19:21:24 -- # 9400000 sequences processed
2016/9/30 19:21:24 -- # 9500000 sequences processed
2016/9/30 19:21:24 -- # 9600000 sequences processed
2016/9/30 19:21:24 -- # 9700000 sequences processed
2016/9/30 19:21:25 -- # 9800000 sequences processed
2016/9/30 19:21:25 -- # 9900000 sequences processed
2016/9/30 19:21:25 -- # 10000000 sequences processed
2016/9/30 19:21:25 -- # 10100000 sequences processed
2016/9/30 19:21:25 -- # 10200000 sequences processed
2016/9/30 19:21:25 -- # 10300000 sequences processed
2016/9/30 19:21:25 -- # 10400000 sequences processed
2016/9/30 19:21:25 -- # 10500000 sequences processed
2016/9/30 19:21:25 -- # 10600000 sequences processed
2016/9/30 19:21:25 -- # 10700000 sequences processed
2016/9/30 19:21:25 -- # 10800000 sequences processed
2016/9/30 19:21:25 -- # 10900000 sequences processed
2016/9/30 19:21:25 -- # 11000000 sequences processed
2016/9/30 19:21:25 -- # 11100000 sequences processed
2016/9/30 19:21:25 -- # 11200000 sequences processed
2016/9/30 19:21:25 -- # 11300000 sequences processed
2016/9/30 19:21:25 -- # 11400000 sequences processed
2016/9/30 19:21:25 -- # 11500000 sequences processed
2016/9/30 19:21:25 -- # 11600000 sequences processed
2016/9/30 19:21:25 -- # 11700000 sequences processed
2016/9/30 19:21:25 -- # 11800000 sequences processed
2016/9/30 19:21:26 -- # 11900000 sequences processed
2016/9/30 19:21:26 -- Total 11945249 sequences processed... done
2016/9/30 19:21:26 -- [GEMMapper terminated successfully in 30s. (+10s. loading)]


 Performance counter stats for 'numactl --localalloc --physcpubind=0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,2,6,10,14,18,22,26,30,34,38,42,46,50,54,58,62 bin/gem-mapper -t 48 -I /tmp/data/indexes/HG_index_GEM/index.gem -i /tmp/data/datasets/gcat_set_039_1.fastq -o /scratch/077-hpca4se-bioinf/jlenis/results/GEM-Localalloc/2595740.GEM-Localalloc.penguin.t48.sam':

S0       16         1495882793 cache-misses                                                  (15.63%)
S0       16       955997334090 cycles                    #    0.000 GHz                      (21.40%)
S0       16       757092833250 instructions              #   16.32  insns per cycle        
